t,EnsembleEAnnealingUpdateAll,eAnnealing,Naive3,eGreedy0.1,EnsembleEAnnealing,EnsembleSoftmax,Softmax0.1,Random,EXP30.5,UCB1,EnsembleRandom,
282100,,0.0000011375,0.0000025238,0.0000005666,0.0000036754,0.0002108020,0.0000418714,0.0000001431,0.0000004963,0.0000000000,0.0000032416,
282200,,0.0000011437,0.0000025235,0.0000005644,0.0000036809,0.0002109041,0.0000418875,0.0000001429,0.0000004968,0.0000000000,0.0000032326,
282300,,0.0000011458,0.0000025305,0.0000005652,0.0000036977,0.0002109996,0.0000419050,0.0000001429,0.0000004992,0.0000000000,0.0000032324,
282400,,0.0000011445,0.0000025392,0.0000005671,0.0000036942,0.0002110869,0.0000419206,0.0000001433,0.0000004990,0.0000000000,0.0000032273,
282500,,0.0000011462,0.0000025481,0.0000005652,0.0000036897,0.0002112638,0.0000419338,0.0000001436,0.0000004991,0.0000000000,0.0000032263,
282600,,0.0000011464,0.0000025561,0.0000005628,0.0000037032,0.0002114049,0.0000419699,0.0000001431,0.0000005017,0.0000000000,0.0000032356,
282700,,0.0000011490,0.0000025608,0.0000005620,0.0000037117,0.0002115149,0.0000419732,0.0000001429,0.0000005017,0.0000000000,0.0000032380,
282800,,0.0000011447,0.0000025656,0.0000005621,0.0000037090,0.0002117038,0.0000419567,0.0000001442,0.0000005010,0.0000000000,0.0000032427,
282900,,0.0000011466,0.0000025740,0.0000005589,0.0000037054,0.0002117864,0.0000419843,0.0000001445,0.0000005018,0.0000000000,0.0000032422,
283000,,0.0000011494,0.0000025856,0.0000005578,0.0000037290,0.0002118626,0.0000420132,0.0000001446,0.0000005008,0.0000000000,0.0000032521,
283100,,0.0000011446,0.0000025906,0.0000005583,0.0000037404,0.0002120095,0.0000420241,0.0000001450,0.0000005007,0.0000000000,0.0000032611,
283200,,0.0000011444,0.0000025909,0.0000005607,0.0000037291,0.0002121931,0.0000420499,0.0000001454,0.0000004988,0.0000000000,0.0000032799,
283300,,0.0000011441,0.0000025923,0.0000005596,0.0000037388,0.0002122430,0.0000420468,0.0000001461,0.0000004975,0.0000000000,0.0000032944,
283400,,0.0000011491,0.0000025902,0.0000005565,0.0000037461,0.0002123267,0.0000420150,0.0000001459,0.0000004980,0.0000000000,0.0000032942,
283500,,0.0000011484,0.0000026022,0.0000005602,0.0000037542,0.0002125005,0.0000420252,0.0000001459,0.0000004998,0.0000000000,0.0000033000,
283600,,0.0000011479,0.0000026152,0.0000005613,0.0000037722,0.0002125461,0.0000420157,0.0000001466,0.0000005007,0.0000000000,0.0000033116,
283700,,0.0000011516,0.0000026227,0.0000005562,0.0000037928,0.0002126787,0.0000420503,0.0000001456,0.0000005028,0.0000000000,0.0000033144,
283800,,0.0000011552,0.0000026236,0.0000005527,0.0000038050,0.0002126969,0.0000420228,0.0000001463,0.0000005071,0.0000000000,0.0000033186,
283900,,0.0000011500,0.0000026306,0.0000005553,0.0000038115,0.0002127751,0.0000420334,0.0000001461,0.0000005101,0.0000000000,0.0000033156,
284000,,0.0000011537,0.0000026355,0.0000005536,0.0000038251,0.0002128356,0.0000420482,0.0000001449,0.0000005098,0.0000000000,0.0000033165,
284100,,0.0000011548,0.0000026432,0.0000005508,0.0000038246,0.0002128957,0.0000420754,0.0000001435,0.0000005087,0.0000000000,0.0000033241,
284200,,0.0000011552,0.0000026563,0.0000005493,0.0000038244,0.0002130496,0.0000420900,0.0000001431,0.0000005106,0.0000000000,0.0000033150,
284300,,0.0000011557,0.0000026608,0.0000005508,0.0000038269,0.0002130949,0.0000420737,0.0000001427,0.0000005107,0.0000000000,0.0000033061,
284400,,0.0000011584,0.0000026642,0.0000005488,0.0000038336,0.0002132290,0.0000420862,0.0000001416,0.0000005139,0.0000000000,0.0000033046,
284500,,0.0000011665,0.0000026604,0.0000005440,0.0000038378,0.0002133303,0.0000420912,0.0000001421,0.0000005161,0.0000000000,0.0000033020,
284600,,0.0000011686,0.0000026661,0.0000005462,0.0000038457,0.0002134056,0.0000420939,0.0000001422,0.0000005189,0.0000000000,0.0000033066,
284700,,0.0000011651,0.0000026732,0.0000005462,0.0000038589,0.0002134155,0.0000420900,0.0000001434,0.0000005215,0.0000000000,0.0000033063,
284800,,0.0000011627,0.0000026886,0.0000005432,0.0000038632,0.0002135589,0.0000421198,0.0000001444,0.0000005211,0.0000000000,0.0000033051,
284900,,0.0000011623,0.0000026943,0.0000005434,0.0000038665,0.0002136281,0.0000421244,0.0000001433,0.0000005243,0.0000000000,0.0000033022,
285000,,0.0000011646,0.0000027073,0.0000005464,0.0000039000,0.0002137526,0.0000421424,0.0000001429,0.0000005243,0.0000000000,0.0000033194,
285100,,0.0000011664,0.0000027128,0.0000005474,0.0000039080,0.0002137798,0.0000421412,0.0000001424,0.0000005288,0.0000000000,0.0000033150,
285200,,0.0000011643,0.0000027264,0.0000005460,0.0000039126,0.0002138148,0.0000421445,0.0000001420,0.0000005257,0.0000000000,0.0000033214,
285300,,0.0000011719,0.0000027343,0.0000005456,0.0000039204,0.0002139078,0.0000421250,0.0000001426,0.0000005252,0.0000000000,0.0000033014,
285400,,0.0000011731,0.0000027464,0.0000005441,0.0000039297,0.0002139570,0.0000421375,0.0000001418,0.0000005255,0.0000000000,0.0000033098,
285500,,0.0000011704,0.0000027628,0.0000005434,0.0000039343,0.0002140404,0.0000421434,0.0000001431,0.0000005260,0.0000000000,0.0000033100,
285600,,0.0000011679,0.0000027901,0.0000005432,0.0000039395,0.0002141480,0.0000421549,0.0000001430,0.0000005286,0.0000000000,0.0000033032,
285700,,0.0000011727,0.0000028108,0.0000005458,0.0000039508,0.0002141509,0.0000421848,0.0000001429,0.0000005309,0.0000000000,0.0000033043,
285800,,0.0000011773,0.0000028182,0.0000005426,0.0000039624,0.0002142247,0.0000421850,0.0000001430,0.0000005326,0.0000000000,0.0000032990,
285900,,0.0000011711,0.0000028372,0.0000005387,0.0000039639,0.0002142298,0.0000421798,0.0000001422,0.0000005368,0.0000000000,0.0000033169,
286000,,0.0000011740,0.0000028426,0.0000005383,0.0000039702,0.0002144164,0.0000422028,0.0000001421,0.0000005380,0.0000000000,0.0000033167,
286100,,0.0000011786,0.0000028465,0.0000005365,0.0000039619,0.0002144715,0.0000422234,0.0000001422,0.0000005409,0.0000000000,0.0000033237,
286200,,0.0000011816,0.0000028636,0.0000005365,0.0000039574,0.0002146989,0.0000422225,0.0000001413,0.0000005389,0.0000000000,0.0000033240,
286300,,0.0000011812,0.0000028760,0.0000005384,0.0000039573,0.0002147482,0.0000422495,0.0000001416,0.0000005398,0.0000000000,0.0000033289,
286400,,0.0000011794,0.0000028904,0.0000005407,0.0000039710,0.0002149051,0.0000422537,0.0000001417,0.0000005400,0.0000000000,0.0000033247,
286500,,0.0000011835,0.0000029025,0.0000005360,0.0000039596,0.0002150118,0.0000422761,0.0000001406,0.0000005422,0.0000000000,0.0000033277,
286600,,0.0000011855,0.0000029244,0.0000005367,0.0000039634,0.0002152242,0.0000422886,0.0000001406,0.0000005433,0.0000000000,0.0000033316,
286700,,0.0000011924,0.0000029285,0.0000005356,0.0000039677,0.0002153481,0.0000422954,0.0000001418,0.0000005433,0.0000000000,0.0000033422,
286800,,0.0000011919,0.0000029429,0.0000005364,0.0000039768,0.0002154066,0.0000422964,0.0000001420,0.0000005435,0.0000000000,0.0000033453,
286900,,0.0000011943,0.0000029503,0.0000005347,0.0000039802,0.0002156407,0.0000423183,0.0000001425,0.0000005446,0.0000000000,0.0000033438,
287000,,0.0000011934,0.0000029671,0.0000005327,0.0000039796,0.0002158408,0.0000423266,0.0000001429,0.0000005448,0.0000000000,0.0000033405,
287100,,0.0000011910,0.0000029813,0.0000005326,0.0000039823,0.0002159976,0.0000423198,0.0000001423,0.0000005456,0.0000000000,0.0000033348,
287200,,0.0000011988,0.0000029885,0.0000005320,0.0000039908,0.0002160862,0.0000422951,0.0000001422,0.0000005448,0.0000000000,0.0000033404,
287300,,0.0000012027,0.0000029982,0.0000005318,0.0000039828,0.0002163012,0.0000422795,0.0000001426,0.0000005470,0.0000000000,0.0000033293,
287400,,0.0000012052,0.0000029966,0.0000005312,0.0000039973,0.0002164061,0.0000422932,0.0000001432,0.0000005488,0.0000000000,0.0000033484,
287500,,0.0000011957,0.0000030153,0.0000005312,0.0000040125,0.0002165246,0.0000423144,0.0000001435,0.0000005481,0.0000000000,0.0000033433,
287600,,0.0000011921,0.0000030192,0.0000005323,0.0000040102,0.0002166416,0.0000423171,0.0000001425,0.0000005474,0.0000000000,0.0000033324,
287700,,0.0000011902,0.0000030254,0.0000005309,0.0000040145,0.0002167850,0.0000423195,0.0000001417,0.0000005487,0.0000000000,0.0000033403,
287800,,0.0000011895,0.0000030306,0.0000005287,0.0000040352,0.0002169319,0.0000423243,0.0000001424,0.0000005490,0.0000000000,0.0000033441,
287900,,0.0000011912,0.0000030352,0.0000005274,0.0000040442,0.0002170405,0.0000423083,0.0000001428,0.0000005512,0.0000000000,0.0000033232,
288000,,0.0000011929,0.0000030275,0.0000005295,0.0000040542,0.0002171311,0.0000423033,0.0000001414,0.0000005508,0.0000000000,0.0000033074,
288100,,0.0000011912,0.0000030328,0.0000005265,0.0000040695,0.0002172961,0.0000423222,0.0000001416,0.0000005521,0.0000000000,0.0000033205,
288200,,0.0000011912,0.0000030306,0.0000005271,0.0000040811,0.0002174534,0.0000423253,0.0000001410,0.0000005539,0.0000000000,0.0000033003,
288300,,0.0000011837,0.0000030289,0.0000005282,0.0000041003,0.0002174923,0.0000423578,0.0000001415,0.0000005563,0.0000000000,0.0000032997,
288400,,0.0000011789,0.0000030274,0.0000005267,0.0000041057,0.0002176952,0.0000423922,0.0000001407,0.0000005577,0.0000000000,0.0000033008,
288500,,0.0000011771,0.0000030341,0.0000005247,0.0000041105,0.0002177210,0.0000423914,0.0000001398,0.0000005577,0.0000000000,0.0000032831,
288600,,0.0000011778,0.0000030402,0.0000005237,0.0000041160,0.0002177223,0.0000423783,0.0000001412,0.0000005604,0.0000000000,0.0000032988,
288700,,0.0000011764,0.0000030425,0.0000005211,0.0000041295,0.0002177874,0.0000423861,0.0000001414,0.0000005607,0.0000000000,0.0000033063,
288800,,0.0000011766,0.0000030387,0.0000005216,0.0000041334,0.0002178030,0.0000423982,0.0000001416,0.0000005617,0.0000000000,0.0000033159,
288900,,0.0000011774,0.0000030334,0.0000005228,0.0000041313,0.0002178131,0.0000424080,0.0000001411,0.0000005634,0.0000000000,0.0000033196,
289000,,0.0000011771,0.0000030394,0.0000005209,0.0000041217,0.0002177969,0.0000424170,0.0000001406,0.0000005683,0.0000000000,0.0000033188,
289100,,0.0000011722,0.0000030457,0.0000005228,0.0000041349,0.0002177440,0.0000424235,0.0000001412,0.0000005690,0.0000000000,0.0000033046,
289200,,0.0000011749,0.0000030641,0.0000005234,0.0000041586,0.0002177844,0.0000424438,0.0000001405,0.0000005698,0.0000000000,0.0000033054,
289300,,0.0000011768,0.0000030675,0.0000005204,0.0000041773,0.0002177411,0.0000424413,0.0000001391,0.0000005716,0.0000000000,0.0000033169,
289400,,0.0000011796,0.0000030786,0.0000005212,0.0000041809,0.0002177570,0.0000424444,0.0000001392,0.0000005717,0.0000000000,0.0000033191,
289500,,0.0000011817,0.0000030759,0.0000005210,0.0000041905,0.0002177716,0.0000424641,0.0000001383,0.0000005725,0.0000000000,0.0000033014,
289600,,0.0000011845,0.0000030843,0.0000005214,0.0000041997,0.0002177678,0.0000424731,0.0000001387,0.0000005736,0.0000000000,0.0000033120,
289700,,0.0000011884,0.0000030964,0.0000005206,0.0000041952,0.0002178372,0.0000424825,0.0000001380,0.0000005733,0.0000000000,0.0000032979,
289800,,0.0000011888,0.0000031068,0.0000005202,0.0000041916,0.0002179014,0.0000424923,0.0000001384,0.0000005746,0.0000000000,0.0000033108,
289900,,0.0000011914,0.0000031033,0.0000005167,0.0000041898,0.0002179697,0.0000424601,0.0000001399,0.0000005755,0.0000000000,0.0000033177,
290000,,0.0000011891,0.0000031061,0.0000005186,0.0000041831,0.0002179627,0.0000424815,0.0000001407,0.0000005763,0.0000000000,0.0000033338,
290100,,0.0000011933,0.0000031174,0.0000005163,0.0000041946,0.0002179799,0.0000424588,0.0000001410,0.0000005771,0.0000000000,0.0000033294,
290200,,0.0000011961,0.0000031260,0.0000005167,0.0000041962,0.0002180459,0.0000424584,0.0000001421,0.0000005776,0.0000000000,0.0000033317,
290300,,0.0000011982,0.0000031317,0.0000005143,0.0000041982,0.0002181279,0.0000424643,0.0000001411,0.0000005794,0.0000000000,0.0000033264,
290400,,0.0000012005,0.0000031373,0.0000005142,0.0000041887,0.0002182304,0.0000424507,0.0000001406,0.0000005789,0.0000000000,0.0000033291,
290500,,0.0000012017,0.0000031421,0.0000005123,0.0000041809,0.0002182845,0.0000424642,0.0000001410,0.0000005795,0.0000000000,0.0000033273,
290600,,0.0000012021,0.0000031463,0.0000005135,0.0000041806,0.0002183237,0.0000424503,0.0000001407,0.0000005783,0.0000000000,0.0000033391,
290700,,0.0000012015,0.0000031429,0.0000005112,0.0000041988,0.0002184650,0.0000424596,0.0000001419,0.0000005772,0.0000000000,0.0000033343,
290800,,0.0000012031,0.0000031414,0.0000005149,0.0000042124,0.0002184821,0.0000424387,0.0000001424,0.0000005770,0.0000000000,0.0000033434,
290900,,0.0000012040,0.0000031542,0.0000005124,0.0000042213,0.0002185979,0.0000424449,0.0000001418,0.0000005731,0.0000000000,0.0000033335,
291000,,0.0000012073,0.0000031544,0.0000005117,0.0000042280,0.0002188141,0.0000424549,0.0000001424,0.0000005712,0.0000000000,0.0000033210,
291100,,0.0000012105,0.0000031572,0.0000005137,0.0000042389,0.0002188735,0.0000424209,0.0000001413,0.0000005734,0.0000000000,0.0000033101,
291200,,0.0000012170,0.0000031530,0.0000005166,0.0000042494,0.0002189989,0.0000424002,0.0000001415,0.0000005724,0.0000000000,0.0000033099,
291300,,0.0000012160,0.0000031517,0.0000005155,0.0000042426,0.0002190689,0.0000423925,0.0000001411,0.0000005722,0.0000000000,0.0000033125,
291400,,0.0000012145,0.0000031561,0.0000005148,0.0000042451,0.0002191468,0.0000423676,0.0000001405,0.0000005705,0.0000000000,0.0000033005,
291500,,0.0000012148,0.0000031416,0.0000005165,0.0000042401,0.0002192343,0.0000423659,0.0000001406,0.0000005733,0.0000000000,0.0000032953,
291600,,0.0000012165,0.0000031349,0.0000005166,0.0000042548,0.0002193858,0.0000423660,0.0000001416,0.0000005733,0.0000000000,0.0000032835,
291700,,0.0000012140,0.0000031452,0.0000005161,0.0000042632,0.0002194656,0.0000423625,0.0000001429,0.0000005730,0.0000000000,0.0000032883,
291800,,0.0000012153,0.0000031515,0.0000005135,0.0000042580,0.0002195352,0.0000423698,0.0000001432,0.0000005749,0.0000000000,0.0000032916,
291900,,0.0000012189,0.0000031370,0.0000005117,0.0000042541,0.0002197192,0.0000423697,0.0000001433,0.0000005730,0.0000000000,0.0000032888,
292000,,0.0000012186,0.0000031293,0.0000005142,0.0000042554,0.0002198660,0.0000423747,0.0000001436,0.0000005736,0.0000000000,0.0000032754,
292100,,0.0000012154,0.0000031372,0.0000005147,0.0000042460,0.0002198844,0.0000423466,0.0000001437,0.0000005746,0.0000000000,0.0000032752,
292200,,0.0000012180,0.0000031454,0.0000005102,0.0000042462,0.0002199991,0.0000423532,0.0000001429,0.0000005720,0.0000000000,0.0000032671,
292300,,0.0000012127,0.0000031321,0.0000005085,0.0000042560,0.0002202225,0.0000423645,0.0000001434,0.0000005716,0.0000000000,0.0000032638,
292400,,0.0000012154,0.0000031191,0.0000005098,0.0000042549,0.0002203623,0.0000423609,0.0000001444,0.0000005704,0.0000000000,0.0000032656,
292500,,0.0000012172,0.0000031286,0.0000005114,0.0000042601,0.0002203762,0.0000423633,0.0000001440,0.0000005688,0.0000000000,0.0000032602,
292600,,0.0000012154,0.0000031275,0.0000005098,0.0000042511,0.0002204214,0.0000423780,0.0000001432,0.0000005726,0.0000000000,0.0000032668,
292700,,0.0000012137,0.0000031259,0.0000005090,0.0000042521,0.0002205842,0.0000423769,0.0000001437,0.0000005724,0.0000000000,0.0000032621,
292800,,0.0000012187,0.0000031241,0.0000005098,0.0000042357,0.0002207542,0.0000423659,0.0000001436,0.0000005739,0.0000000000,0.0000032717,
292900,,0.0000012184,0.0000031167,0.0000005099,0.0000042182,0.0002207932,0.0000423606,0.0000001434,0.0000005720,0.0000000000,0.0000032538,
293000,,0.0000012114,0.0000031186,0.0000005078,0.0000042172,0.0002208899,0.0000423458,0.0000001441,0.0000005698,0.0000000000,0.0000032512,
293100,,0.0000012073,0.0000031156,0.0000005073,0.0000042149,0.0002209377,0.0000423498,0.0000001443,0.0000005718,0.0000000000,0.0000032515,
293200,,0.0000012137,0.0000031230,0.0000005078,0.0000042121,0.0002210844,0.0000423549,0.0000001438,0.0000005713,0.0000000000,0.0000032511,
293300,,0.0000012157,0.0000031290,0.0000005083,0.0000042201,0.0002211360,0.0000423553,0.0000001446,0.0000005705,0.0000000000,0.0000032472,
293400,,0.0000012155,0.0000031188,0.0000005067,0.0000042261,0.0002212535,0.0000423809,0.0000001451,0.0000005707,0.0000000000,0.0000032379,
293500,,0.0000012152,0.0000031129,0.0000005062,0.0000042275,0.0002213872,0.0000423847,0.0000001453,0.0000005704,0.0000000000,0.0000032401,
293600,,0.0000012184,0.0000031181,0.0000005035,0.0000042154,0.0002215224,0.0000423902,0.0000001459,0.0000005701,0.0000000000,0.0000032447,
293700,,0.0000012170,0.0000031131,0.0000005057,0.0000042078,0.0002215535,0.0000423928,0.0000001447,0.0000005728,0.0000000000,0.0000032339,
293800,,0.0000012194,0.0000031261,0.0000005091,0.0000042195,0.0002216365,0.0000424048,0.0000001447,0.0000005724,0.0000000000,0.0000032154,
293900,,0.0000012255,0.0000031313,0.0000005090,0.0000042137,0.0002217922,0.0000424081,0.0000001437,0.0000005733,0.0000000000,0.0000032223,
294000,,0.0000012232,0.0000031272,0.0000005041,0.0000042095,0.0002218278,0.0000423978,0.0000001442,0.0000005698,0.0000000000,0.0000032171,
294100,,0.0000012223,0.0000031187,0.0000005044,0.0000042149,0.0002218891,0.0000424112,0.0000001439,0.0000005688,0.0000000000,0.0000032064,
294200,,0.0000012201,0.0000031191,0.0000005074,0.0000042205,0.0002220288,0.0000424229,0.0000001439,0.0000005684,0.0000000000,0.0000032133,
294300,,0.0000012241,0.0000031208,0.0000005032,0.0000042226,0.0002221936,0.0000424281,0.0000001441,0.0000005713,0.0000000000,0.0000032165,
294400,,0.0000012223,0.0000031324,0.0000005031,0.0000042273,0.0002222815,0.0000424478,0.0000001450,0.0000005739,0.0000000000,0.0000032200,
294500,,0.0000012182,0.0000031276,0.0000005020,0.0000042254,0.0002224481,0.0000424446,0.0000001439,0.0000005764,0.0000000000,0.0000032006,
294600,,0.0000012154,0.0000031241,0.0000005008,0.0000042334,0.0002225655,0.0000424210,0.0000001440,0.0000005779,0.0000000000,0.0000032120,
294700,,0.0000012152,0.0000031096,0.0000004999,0.0000042370,0.0002227148,0.0000424111,0.0000001435,0.0000005785,0.0000000000,0.0000032107,
294800,,0.0000012193,0.0000031139,0.0000004989,0.0000042372,0.0002229144,0.0000424060,0.0000001437,0.0000005785,0.0000000000,0.0000032027,
294900,,0.0000012189,0.0000031212,0.0000005048,0.0000042331,0.0002229516,0.0000424023,0.0000001433,0.0000005747,0.0000000000,0.0000031891,
295000,,0.0000012171,0.0000031108,0.0000005067,0.0000042226,0.0002230452,0.0000424485,0.0000001435,0.0000005778,0.0000000000,0.0000031860,
295100,,0.0000012136,0.0000031004,0.0000005039,0.0000042228,0.0002231623,0.0000424543,0.0000001430,0.0000005758,0.0000000000,0.0000031804,
295200,,0.0000012103,0.0000031029,0.0000005026,0.0000042308,0.0002232486,0.0000424370,0.0000001423,0.0000005731,0.0000000000,0.0000031670,
295300,,0.0000012096,0.0000031089,0.0000005032,0.0000042410,0.0002233876,0.0000424349,0.0000001436,0.0000005718,0.0000000000,0.0000031501,
295400,,0.0000012089,0.0000031151,0.0000005014,0.0000042502,0.0002234496,0.0000424367,0.0000001434,0.0000005687,0.0000000000,0.0000031447,
295500,,0.0000012040,0.0000031109,0.0000005022,0.0000042520,0.0002234648,0.0000424067,0.0000001434,0.0000005651,0.0000000000,0.0000031438,
295600,,0.0000012071,0.0000031010,0.0000005031,0.0000042579,0.0002235103,0.0000424294,0.0000001432,0.0000005668,0.0000000000,0.0000031411,
295700,,0.0000012048,0.0000030993,0.0000005007,0.0000042691,0.0002235592,0.0000424245,0.0000001426,0.0000005666,0.0000000000,0.0000031271,
295800,,0.0000012055,0.0000030932,0.0000005000,0.0000042547,0.0002237315,0.0000424207,0.0000001437,0.0000005675,0.0000000000,0.0000031270,
295900,,0.0000012056,0.0000031045,0.0000005018,0.0000042638,0.0002237898,0.0000424453,0.0000001432,0.0000005684,0.0000000000,0.0000031261,
296000,,0.0000012034,0.0000030964,0.0000005015,0.0000042676,0.0002238294,0.0000424690,0.0000001427,0.0000005695,0.0000000000,0.0000031101,
296100,,0.0000011985,0.0000030946,0.0000005001,0.0000042719,0.0002238797,0.0000424821,0.0000001428,0.0000005712,0.0000000000,0.0000030998,
296200,,0.0000011943,0.0000030763,0.0000005004,0.0000042697,0.0002239248,0.0000424895,0.0000001434,0.0000005710,0.0000000000,0.0000030970,
296300,,0.0000011927,0.0000030779,0.0000005013,0.0000042808,0.0002239939,0.0000425413,0.0000001431,0.0000005708,0.0000000000,0.0000030969,
296400,,0.0000011936,0.0000030793,0.0000005013,0.0000042885,0.0002239889,0.0000425359,0.0000001431,0.0000005700,0.0000000000,0.0000030917,
296500,,0.0000011960,0.0000030768,0.0000005018,0.0000042949,0.0002239885,0.0000425620,0.0000001426,0.0000005718,0.0000000000,0.0000030942,
296600,,0.0000011919,0.0000030597,0.0000005003,0.0000043111,0.0002239879,0.0000425773,0.0000001421,0.0000005690,0.0000000000,0.0000030893,
296700,,0.0000011904,0.0000030532,0.0000005001,0.0000043040,0.0002239489,0.0000425938,0.0000001403,0.0000005681,0.0000000000,0.0000030999,
296800,,0.0000011919,0.0000030470,0.0000004979,0.0000043036,0.0002241149,0.0000426022,0.0000001402,0.0000005694,0.0000000000,0.0000030901,
296900,,0.0000011911,0.0000030316,0.0000004985,0.0000042911,0.0002241869,0.0000425898,0.0000001392,0.0000005694,0.0000000000,0.0000030954,
297000,,0.0000011882,0.0000030224,0.0000004968,0.0000043034,0.0002242204,0.0000425823,0.0000001383,0.0000005705,0.0000000000,0.0000030844,
297100,,0.0000011879,0.0000030074,0.0000004962,0.0000043119,0.0002242385,0.0000425795,0.0000001389,0.0000005683,0.0000000000,0.0000030937,
297200,,0.0000011904,0.0000030125,0.0000004953,0.0000043075,0.0002242173,0.0000425664,0.0000001388,0.0000005717,0.0000000000,0.0000030933,
297300,,0.0000011837,0.0000030177,0.0000004950,0.0000043087,0.0002242390,0.0000425585,0.0000001382,0.0000005719,0.0000000000,0.0000030992,
297400,,0.0000011817,0.0000030189,0.0000005006,0.0000043083,0.0002243488,0.0000425345,0.0000001371,0.0000005717,0.0000000000,0.0000031052,
297500,,0.0000011785,0.0000030071,0.0000004972,0.0000042987,0.0002244470,0.0000425366,0.0000001373,0.0000005737,0.0000000000,0.0000031040,
297600,,0.0000011762,0.0000030054,0.0000004967,0.0000042940,0.0002244271,0.0000425425,0.0000001372,0.0000005763,0.0000000000,0.0000030922,
297700,,0.0000011723,0.0000029957,0.0000004942,0.0000043061,0.0002244169,0.0000425569,0.0000001373,0.0000005738,0.0000000000,0.0000030919,
297800,,0.0000011673,0.0000029845,0.0000004944,0.0000043135,0.0002244017,0.0000425400,0.0000001366,0.0000005727,0.0000000000,0.0000030992,
297900,,0.0000011660,0.0000029867,0.0000004942,0.0000043306,0.0002244334,0.0000425335,0.0000001367,0.0000005680,0.0000000000,0.0000031122,
298000,,0.0000011697,0.0000029816,0.0000004956,0.0000043373,0.0002243796,0.0000425583,0.0000001376,0.0000005664,0.0000000000,0.0000031132,
298100,,0.0000011648,0.0000029751,0.0000004918,0.0000043410,0.0002242742,0.0000425646,0.0000001383,0.0000005649,0.0000000000,0.0000031247,
298200,,0.0000011601,0.0000029689,0.0000004904,0.0000043363,0.0002241772,0.0000425735,0.0000001379,0.0000005664,0.0000000000,0.0000031268,
298300,,0.0000011605,0.0000029645,0.0000004914,0.0000043331,0.0002241536,0.0000425445,0.0000001382,0.0000005661,0.0000000000,0.0000031292,
298400,,0.0000011619,0.0000029640,0.0000004937,0.0000043313,0.0002241128,0.0000425248,0.0000001378,0.0000005678,0.0000000000,0.0000031129,
298500,,0.0000011593,0.0000029661,0.0000004925,0.0000043281,0.0002240609,0.0000425422,0.0000001384,0.0000005637,0.0000000000,0.0000031098,
298600,,0.0000011606,0.0000029747,0.0000004920,0.0000043299,0.0002239711,0.0000425316,0.0000001386,0.0000005657,0.0000000000,0.0000031123,
298700,,0.0000011674,0.0000029783,0.0000004896,0.0000043239,0.0002239456,0.0000425037,0.0000001372,0.0000005667,0.0000000000,0.0000031227,
298800,,0.0000011676,0.0000029784,0.0000004927,0.0000043389,0.0002239768,0.0000425110,0.0000001373,0.0000005667,0.0000000000,0.0000031223,
298900,,0.0000011707,0.0000029794,0.0000004957,0.0000043370,0.0002239355,0.0000425144,0.0000001375,0.0000005653,0.0000000000,0.0000031184,
299000,,0.0000011769,0.0000029816,0.0000004958,0.0000043409,0.0002238479,0.0000425180,0.0000001378,0.0000005661,0.0000000000,0.0000031232,
299100,,0.0000011807,0.0000029859,0.0000004931,0.0000043360,0.0002237084,0.0000425193,0.0000001372,0.0000005650,0.0000000000,0.0000031179,
299200,,0.0000011781,0.0000029904,0.0000004907,0.0000043315,0.0002236183,0.0000425101,0.0000001369,0.0000005621,0.0000000000,0.0000031037,
299300,,0.0000011824,0.0000030031,0.0000004915,0.0000043284,0.0002236199,0.0000424968,0.0000001368,0.0000005647,0.0000000000,0.0000031012,
299400,,0.0000011901,0.0000030154,0.0000004933,0.0000043361,0.0002235473,0.0000424794,0.0000001373,0.0000005626,0.0000000000,0.0000030961,
299500,,0.0000011937,0.0000030202,0.0000004943,0.0000043512,0.0002235552,0.0000424827,0.0000001384,0.0000005655,0.0000000000,0.0000030866,
299600,,0.0000011964,0.0000030252,0.0000004955,0.0000043602,0.0002235953,0.0000425056,0.0000001381,0.0000005661,0.0000000000,0.0000030828,
299700,,0.0000011985,0.0000030273,0.0000004975,0.0000043549,0.0002235565,0.0000425014,0.0000001376,0.0000005658,0.0000000000,0.0000030813,
299800,,0.0000012027,0.0000030345,0.0000004954,0.0000043566,0.0002234888,0.0000424893,0.0000001368,0.0000005623,0.0000000000,0.0000030833,
299900,,0.0000012018,0.0000030430,0.0000004945,0.0000043572,0.0002234654,0.0000424700,0.0000001362,0.0000005628,0.0000000000,0.0000030726,
300000,,0.0000011995,0.0000030472,0.0000004905,0.0000043521,0.0002235771,0.0000424949,0.0000001368,0.0000005623,0.0000000000,0.0000030618,
300100,,0.0000011972,0.0000030534,0.0000004899,0.0000043380,0.0002236532,0.0000424817,0.0000001360,0.0000005610,0.0000000000,0.0000030535,
300200,,0.0000011944,0.0000030668,0.0000004895,0.0000043396,0.0002236342,0.0000424774,0.0000001357,0.0000005597,0.0000000000,0.0000030448,
300300,,0.0000012002,0.0000030652,0.0000004879,0.0000043526,0.0002235844,0.0000425020,0.0000001369,0.0000005576,0.0000000000,0.0000030484,
300400,,0.0000011999,0.0000030664,0.0000004873,0.0000043462,0.0002236785,0.0000424719,0.0000001368,0.0000005567,0.0000000000,0.0000030471,
300500,,0.0000012010,0.0000030606,0.0000004890,0.0000043526,0.0002238000,0.0000424832,0.0000001361,0.0000005595,0.0000000000,0.0000030442,
